name;kurzname;blz;bic;plz;ort
VR Bank Amberg-Sulzbach;VR Bank Amberg-Sulzbach;75290000;GENODEF1AMV;92237;Sulzbach-Rosenberg
VR Bank Augsburg-Ostallgäu;VR Bank Augsburg-Ostallgäu;72090000;GENODEF1AUB;86012;Augsburg
VR Bank Bad Orb-Gelnhausen;VR Bank Bad Orb-Gelnhausen;50790000;GENODE51GEL;63571;Gelnhausen
VR Bank Bamberg-Forchheim Volks- Raiffeisenbank;VR Bank Bamberg-Forchheim;76391000;GENODEF1FOH;96014;Bamberg
VR Bank Bayreuth-Hof;VR Bank Bayreuth-Hof;78060896;GENODEF1HO1;95444;Bayreuth
VR Bank Bergisch Gladbach-Leverkusen;VR Bank Berg.Gladbach-Lever;37062600;GENODED1PAF;51465;Bergisch Gladbach
VR Bank Donau-Oberschwaben;VR Bank Donau-Oberschwaben;65093020;GENODES1SLG;88348;Bad Saulgau
VR Bank Dreieich-Offenbach;VR Bank Dreieich-Offenbach;50592200;GENODE51DRE;63303;Dreieich
VR Bank Fulda;VR Bank Fulda;53060180;GENODE51FUL;36037;Fulda
VR Bank Fürstenwalde Seelow Wriezen;VR Bank Fürstenwalde;17092404;GENODEF1FW1;15501;Fürstenwalde/Spree
VR Bank Heilbronn Schwäbisch Hall;VR Bk Heilbronn Schwäb.Hall;62290110;GENODES1SHA;74523;Schwäbisch Hall
VR Bank Ihre Heimatbank;VR Bank Ihre Heimatbank;82064088;GENODEF1ESA;99817;Eisenach
VR Bank Kempten-Oberallgäu;VR Bank Kempten-Oberallgäu;73369920;GENODEF1SFO;87435;Kempten (Allgäu)
VR Bank Kitzingen;VR Bank Kitzingen;79190000;GENODEF1KT1;97318;Kitzingen
VR Bank Lahn-Dill;VR Bank Lahn-Dill;51762434;GENODE51BIK;35683;Dillenburg
VR Bank Lausitz;VR Bank Lausitz;18062678;GENODEF1FWA;03044;Cottbus
VR Bank Leipziger Land;VR Bank Leipziger Land;86065448;GENODEF1BOA;04552;Borna
VR Bank Main-Kinzig-Büdingen;VR Bk Main-Kinzig-Büdingen;50661639;GENODEF1LSR;63654;Büdingen
VR Bank Mecklenburg;VR Bank Mecklenburg;14061308;GENODEF1GUE;18055;Rostock
VR Bank Mittelhaardt;VR Bank Mittelhaardt;54691200;GENODE61DUW;67098;Bad Dürkheim
VR Bank Mittlere Oberpfalz;VR Bank Mittlere Oberpfalz;75069171;GENODEF1SWD;92507;Nabburg
VR Bank München Land;VR Bank München Land;70166486;GENODEF1OHC;82041;Deisenhofen
VR Bank Neuburg-Rain;VR Bank Neuburg-Rain;72169756;GENODEF1ND2;86633;Neuburg a.d.Donau
VR Bank Niederbayern-Oberpfalz;VR Bank Niederbayern-Oberpf;75090900;GENODEF1P18;93047;Regensburg
VR Bank Nord;VR Bank Nord;21763542;GENODEF1BDS;24937;Flensburg
VR Bank Oberfranken Mitte;VR Bank Oberfranken Mitte;77190000;GENODEF1KU1;95326;Kulmbach
VR Bank Rhein-Neckar;VR Bank Rhein-Neckar;67090000;GENODE61MA2;68165;Mannheim
VR Bank RheinAhrEifel;VR Bank RheinAhrEifel;57761591;GENODED1BNA;56068;Koblenz
VR Bank Ried-Überwald, Bürstadt;VR Bank Ried-Überwald, Bürs;50961206;GENODE51RBU;68642;Bürstadt
VR Bank Schleswig-Holstein Mitte;VR Bank SH Mitte;21762550;GENODEF1HUM;24783;Osterrönfeld
VR Bank Schwäbischer Wald;VR Bank Schwäbischer Wald;61391410;GENODES1WEL;73642;Welzheim
VR Bank Starnberg-Zugspitze;VR Bank Starnberg-Zugspitze;70093200;GENODEF1STH;82319;Starnberg
VR Bank Südliche Weinstraße-Wasgau;VR Bank Südl Weinstr-Wasgau;54891300;GENODE61BZA;76887;Bad Bergzabern
VR Bank Südpfalz;VR Bank Südpfalz;54862500;GENODE61SUW;76829;Landau in der Pfalz
VR Bank Weimar;VR Bank Weimar;82064188;GENODEF1WE1;99405;Weimar
VR Bank Westfalen-Lippe;VR Bank Westfalen-Lippe;41660124;GENODEM1LPS;59555;Lippstadt
VR Bank Wächtersbach/Bad Soden-Salmünster -alt;VR Bank Wächtersbach -alt-;50794300;GENODE51WBH;63607;Wächtersbach
VR Bank im südlichen Franken;VR Bank im südl. Franken;76591000;GENODEF1DKV;91781;Weißenburg i.Bay.
VR Bank in Holstein;VR Bank in Holstein;22191405;GENODEF1PIN;25421;Pinneberg
VR Bank in Thüringen;VR Bank in Thüringen;82064038;GENODEF1MU2;99974;Mühlhausen/Thüringen
VR Bank zwischen den Meeren;VR Bank zdM, Neumünster;21390008;GENODEF1NSH;24534;Neumünster
VR-Bank;VR-Bank Würselen;39162980;GENODED1WUR;52135;Würselen
VR-Bank Alb-Blau-Donau;VR-Bank Alb-Blau-Donau;60069346;GENODES1REH;89584;Ehingen (Donau)
VR-Bank Altenburger Land / Deutsche Skatbank;VR-Bank ABG-Land / Skatbank;83065408;GENODEF1SLR;04626;Schmölln
VR-Bank Bad Kissingen;VR-Bank Bad Kissingen;79065028;GENODEF1BRK;97688;Bad Kissingen
VR-Bank Bonn Rhein-Sieg;VR-Bank Bonn Rhein-Sieg;37069520;GENODED1RST;53721;Siegburg
VR-Bank Coburg;VR-Bank Coburg;78360000;GENODEF1COS;96416;Coburg
VR-Bank Donau-Mindel;VR-Bank Donau-Mindel;72069043;GENODEF1GZ2;89407;Dillingen a.d.Donau
VR-Bank Ehningen-Nufringen;VR-Bank Ehningen-Nufringen;60069355;GENODES1EHN;71139;Ehningen
VR-Bank Ellwangen;VR-Bank Ellwangen;61491010;GENODES1ELL;73471;Ellwangen (Jagst)
VR-Bank Erding;VR-Bank Erding;70169605;GENODEF1ISE;85435;Erding
VR-Bank Fichtelgebirge-Frankenwald;VR-Bk Fichtelgeb.-Frankenw.;78160069;GENODEF1MAK;95605;Marktredwitz
VR-Bank Fläming-Elsterland;VR-Bank Fläming-Elsterland;16062008;GENODEF1LUK;14943;Luckenwalde
VR-Bank Freudenberg-Niederfischbach;VR-Bank Freudenb.-Niederfi.;46061724;GENODEM1FRF;57258;Freudenberg
VR-Bank Handels- und Gewerbebank;VR-Bank HG-Bank;72062152;GENODEF1MTG;86358;Gersthofen
VR-Bank Isar-Vils;VR-Bk Isar-Vils Vilsbiburg;74392300;GENODEF1VBV;84131;Vilsbiburg
VR-Bank Ismaning Hallbergmoos Neufahrn;VR-Bank Ismaning Hallb Neuf;70093400;GENODEF1ISV;85737;Ismaning
VR-Bank Landau-Mengkofen;VR-Bank Landau-Mengkofen;74191000;GENODEF1LND;94405;Landau a.d.Isar
VR-Bank Landsberg-Ammersee;VR-Bank Landsberg-Ammersee;70091600;GENODEF1DSS;86899;Landsberg am Lech
VR-Bank Landshut;VR-Bank Landshut;74390000;GENODEF1LH1;84037;Landshut
VR-Bank Lichtenfels-Ebern;VR-Bank Lichtenfels-Ebern;77091800;GENODEF1LIF;96215;Lichtenfels
VR-Bank Ludwigsburg;VR-Bank Ludwigsburg;60491430;GENODES1VBB;71636;Ludwigsburg
VR-Bank Main-Rhön;VR-Bank Main-Rhön;79069165;GENODEF1MLV;97526;Sennfeld
VR-Bank Memmingen;VR-Bank Memmingen;73190000;GENODEF1MM1;87689;Memmingen
VR-Bank Mitte;VR-Bank Mitte;52260385;GENODEF1ESW;37115;Duderstadt
VR-Bank Mittelfranken Mitte;VR-Bank Mittelfranken Mitte;76560060;GENODEF1ANS;91522;Ansbach
VR-Bank Mittelsachsen;VR-Bank Mittelsachsen;86065468;GENODEF1DL1;09599;Freiberg
VR-Bank Neu-Ulm;VR-Bank Neu-Ulm;73061191;GENODEF1NU1;89231;Neu-Ulm
VR-Bank NordRhön;VR-Bank NordRhön Hünfeld;53061230;GENODEF1HUE;36081;Hünfeld
VR-Bank Nordeifel;VR-Bank Nordeifel Schleiden;37069720;GENODED1SLE;53932;Schleiden
VR-Bank Osnabrücker Nordland;VR-Bank Osnabrücker Nordl.;26567943;GENODEF1NOP;49584;Fürstenau
VR-Bank Ostalb;VR-Bank Ostalb;61490150;GENODES1AAV;73407;Aalen
VR-Bank Ostbayern-Mitte;VR-Bank Ostbayern-Mitte;74290000;GENODEF1SR1;94315;Straubing
VR-Bank Passau;VR-Bank Passau;74090000;GENODEF1PA1;94015;Passau
VR-Bank Rottal-Inn;VR-Bank Rottal-Inn;74061813;GENODEF1PFK;84347;Pfarrkirchen
VR-Bank Rottal-Inn;VR-Bank Rottal-Inn;74391400;GENODEF1EGR;84301;Eggenfelden
VR-Bank Spangenberg-Morschen;VR-Bank Spangenbg-Morschen;52063369;GENODEF1SPB;34286;Spangenberg
VR-Bank Südwestpfalz Pirmasens-Zweibrücken;VR-Bank Südwestpfalz;54261700;GENODE61ROA;66953;Pirmasens
VR-Bank Taufkirchen-Dorfen;VR-Bank Taufkirchen-Dorfen;70169566;GENODEF1TAV;84416;Taufkirchen (Vils)
VR-Bank Uckermark-Randow;VR-Bank Uckermark-Randow;15091704;GENODEF1PZ1;17291;Prenzlau
VR-Bank Vilshofen-Pocking;VR Vilshofen-Pocking;74062490;GENODEF1VIR;94060;Pocking
VR-Bank Werdenfels;VR-Bank Werdenfels;70390010;GENODEF1GAP;82467;Garmisch-Partenkirchen
VR-Bank in Mittelbaden;VR-Bank Mittelb Iffezheim;66562300;GENODE61IFF;76473;Iffezheim
VR-Bank in Nordhessen Westthüringen;VR Nordhessen Westthüringen;84094754;GENODEF1SAL;36433;Bad Salzungen
VR-Bank in Südniedersachsen;VR-Bank in Südniedersachsen;26062433;GENODEF1DRA;37127;Dransfeld
VR-Bank in Südoldenburg;VR-Bank Südoldenburg;28061501;GENODEF1CLP;49681;Garrel
VerbundVolksbank OWL;VerbundVolksbank OWL;47260121;DGPBDE3MXXX;33098;Paderborn
Vereinigte Raiffeisenbank Burgstädt;Ver Raiffbk Burgstädt;87069077;GENODEF1BST;09217;Burgstädt
Vereinigte VR Bank;Vereinigte VR Bank;21791906;GENODEF1WYK;25938;Wyk auf Föhr
Vereinigte VR Bank Kur- und Rheinpfalz;VerVR Bank Kur-u Rheinpfalz;54790000;GENODE61SPE;67346;Speyer
Vereinigte Volksbank;Vereinigte Volksbank;28062249;GENODEF1HUD;27795;Hude
Vereinigte Volksbank;Vereinigte Volksbank;47264367;GENODEM1STM;33029;Brakel
Vereinigte Volksbank Bramgau Osnabrück Wittlage;Vereinigte Volksbank;26590025;GENODEF1OSV;49090;Osnabrück
Vereinigte Volksbank Raiffeisenbank;Vereinigte VB RB;50863513;GENODE51MIC;64354;Reinheim
Vereinigte Volksbank Raiffeisenbank;VVR-Bank Simmern;56061472;GENODED1KHK;55469;Simmern
Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;Vereinigte Volksbank;59092000;GENODE51SB2;66740;Saarlouis
Vereinigte Volksbanken;Vereinigte Volksbanken;60390000;GENODES1BBV;71063;Sindelfingen
Vereinte Volksbank;Vereinte Volksbank;42461435;GENODEM1KIH;46282;Dorsten
Volks- und Raiffeisenbank;VB u Raiffbk;13061078;GENODEF1HWI;23952;Wismar
Volks- und Raiffeisenbank Muldental;VR-Bank Muldental Grimma;86095484;GENODEF1GMV;04668;Grimma
Volks- und Raiffeisenbank Prignitz;Volks- u Raiffbk Prignitz;16060122;GENODEF1PER;19348;Perleberg
Volks- und Raiffeisenbank Saale-Unstrut;Volks-Raiffbk Saale-Unstrut;80063648;GENODEF1NMB;06207;Merseburg
Volksbank;Volksbank Oldendorf;20069815;GENODEF1815;21724;Oldendorf
Volksbank;Volksbank;25193331;GENODEF1PAT;30982;Pattensen
Volksbank;Volksbank Adelebsen;26061556;GENODEF1ADE;37139;Adelebsen
Volksbank;Volksbank;27092555;GENODEF1WFV;38300;Wolfenbüttel
Volksbank;Volksbank Seesen;27893760;GENODEF1SES;38723;Seesen
Volksbank;Volksbank;28066620;GENODEF1FOY;26169;Friesoythe
Volksbank;Volksbank;29162394;GENODEF1OHZ;27704;Osterholz-Scharmbeck
Volksbank;Volksbank Worpswede;29166568;GENODEF1WOP;27726;Worpswede
Volksbank;Volksbank Lindenberg;73369826;GENODEF1LIA;88151;Lindenberg i. Allgäu
Volksbank;Volksbank Sangerhausen;80063558;GENODEF1SGH;06526;Sangerhausen
Volksbank;Volksbank Köthen;80063628;GENODEF1KOE;06351;Köthen (Anhalt)
Volksbank;Volksbank Gardelegen;81093034;GENODEF1GA1;39638;Gardelegen
Volksbank  Emstek Essen Cappeln;VB  Emstek Essen Cappeln;28063526;GENODEF1ESO;49692;Cappeln (Oldenburg)
Volksbank - Die Gestalterbank;Volksbank - Gestalterbank;66490000;GENODE61OG1;77652;Offenburg
Volksbank Aachen Süd;Volksbank Aachen Süd;39161490;GENODED1AAS;52037;Aachen
Volksbank Ahlerstedt;Volksbank Ahlerstedt;20069780;GENODEF1AST;21702;Ahlerstedt
Volksbank Alb;Volksbank Alb;63091300;GENODES1LAI;89129;Langenau
Volksbank Aller-Oker;Volksbank Aller-Oker;25069270;GENODEF1MUA;38539;Müden (Aller)
Volksbank Allgäu-Oberschwaben;Voba Allgäu-Oberschwaben;65091040;GENODES1LEU;88299;Leutkirch im Allgäu
Volksbank Alzey-Worms;Volksbank Alzey-Worms;55091200;GENODE61AZY;67547;Worms
Volksbank Anröchte;Volksbank Anröchte;41661206;GENODEM1ANR;59604;Anröchte
Volksbank Ascheberg-Herbern;Volksbank Ascheberg-Herbern;40069601;GENODEM1CAN;59381;Ascheberg
Volksbank BRAWO;Volksbank BRAWO;26991066;GENODEF1WOB;38440;Wolfsburg
Volksbank Backnang;Volksbank Backnang;60291120;GENODES1VBK;71522;Backnang
Volksbank Bad Laer-Borgloh-Hilter-Melle;VB Laer-Borgl-Hilter-Melle;26562490;GENODEF1HTR;49176;Hilter am Teutoburger Wald
Volksbank Bad Salzuflen;Volksbank Bad Salzuflen;48291490;GENODEM1BSU;32108;Bad Salzuflen
Volksbank Baumberge;Volksbank Baumberge;40069408;GENODEM1BAU;48727;Billerbeck
Volksbank Beilstein-Ilsfeld-Abstatt;VB Beilstein-Ilsfeld-Abstat;62062215;GENODES1BIA;71717;Beilstein
Volksbank Berg;Volksbank Berg;37069125;GENODED1RKO;51679;Wipperfürth
Volksbank Bocholt;Volksbank Bocholt;42860003;GENODEM1BOH;46395;Bocholt
Volksbank Bochum Witten;Volksbank Bochum Witten;43060129;GENODEM1BOC;44728;Bochum
Volksbank Bodensee-Oberschwaben;Volksbank Bodensee-Oberschw;65191500;GENODES1TET;88069;Tettnang
Volksbank Brandoberndorf;Volksbank Brandoberndorf;51591300;GENODE51WBO;35647;Waldsolms
Volksbank Braunlage;Volksbank Braunlage;27893359;GENODEF1BLG;38700;Braunlage
Volksbank Breisgau Nord;VB Breisgau Nord;68092000;GENODE61EMM;79312;Emmendingen
Volksbank Breisgau-Markgräflerland;VB Breisgau-Markgräflerland;68061505;GENODE61IHR;79427;Eschbach
Volksbank Bremen-Nord;Volksbank Bremen-Nord;29190330;GENODEF1HB2;28757;Bremen
Volksbank Brenztal;Volksbank Brenztal;60069527;GENODES1RNS;89537;Giengen an der Brenz
Volksbank Brüggen-Nettetal;Volksbank Brüggen-Nettetal;31062154;GENODED1KBN;41376;Brüggen
Volksbank Butzbach;Volksbank Butzbach;51861403;GENODE51BUT;35510;Butzbach
Volksbank Bönen;Volksbank Bönen;41062215;GENODEM1BO1;59194;Bönen
Volksbank Börde-Bernburg;Volksbank Börde-Bernburg;81069052;GENODEF1WZL;39164;Wanzleben-Börde
Volksbank Börßum-Hornburg;Volksbank Börßum-Hornburg;27062290;GENODEF1BOH;38312;Börßum
Volksbank Bühl;Volksbank Bühl;66291400;GENODE61BHL;77808;Bühl
Volksbank Bühl Fil Kehl;Volksbank Bühl;66491800;GENODE61BHL;77694;Kehl
Volksbank Chemnitz;Volksbank Chemnitz;87096214;GENODEF1CH1;09003;Chemnitz
Volksbank Daaden;Volksbank Daaden;57391200;GENODE51DAA;57567;Daaden
Volksbank Dammer Berge;Volksbank Dammer Berge;28061679;GENODEF1DAM;49396;Damme
Volksbank Darmstadt Mainz;VB Darmstadt Mainz;55190000;MVBMDE55XXX;55116;Mainz
Volksbank Deisslingen;Volksbank Deisslingen;64291420;GENODES1VDL;78652;Deißlingen
Volksbank Delbrück-Rietberg;Volksbank Delbrück-Rietberg;47862447;GENODEM1RNE;33129;Delbrück
Volksbank Delitzsch;Volksbank Delitzsch;86095554;GENODEF1DZ1;04509;Delitzsch
Volksbank Demmin;Volksbank Demmin;15091674;GENODEF1DM1;17109;Demmin, Hansestadt
Volksbank Dessau-Anhalt;Volksbank Dessau-Anhalt;80093574;GENODEF1DS1;06811;Dessau-Roßlau
Volksbank Dettenhausen;VB Dettenhausen;60069378;GENODES1DEH;72135;Dettenhausen
Volksbank Dinslaken;Volksbank Dinslaken;35261248;GENODED1DLK;46525;Dinslaken
Volksbank Dreiländereck;VB Dreiländereck Lörrach;68390000;VOLODE66XXX;79537;Lörrach
Volksbank Dresden-Bautzen;VB Dresden-Bautzen;85090000;GENODEF1DRS;01097;Dresden
Volksbank Dünnwald-Holweide;Volksbank Dünnwald-Holweide;37069427;GENODED1DHK;51069;Köln
Volksbank Düsseldorf Neuss;VB Düsseldorf Neuss;30160213;GENODED1DNE;40012;Düsseldorf
Volksbank Düte-Ems;VB Düte-Ems;26565928;GENODEF1HGM;49124;Georgsmarienhütte
Volksbank Eisenberg;Volksbank Eisenberg;83094494;GENODEF1ESN;07607;Eisenberg
Volksbank Elsen-Wewer-Borchen;VB Elsen-Wewer-Borchen;47260234;GENODEM1EWB;33075;Paderborn
Volksbank Emmerich-Rees;Volksbank Emmerich-Rees;35860245;GENODED1EMR;46427;Emmerich am Rhein
Volksbank Emstal;Volksbank Emstal;28069991;GENODEF1LTH;49759;Lathen
Volksbank Enniger-Ostenfelde-Westkirchen;VB Enniger-Ostenfelde-Westk;41261324;GENODEM1EOW;59320;Ennigerloh
Volksbank Erft;Volksbank Erft Elsdorf;37069252;GENODED1ERE;50183;Elsdorf
Volksbank Ermstal-Alb;Volksbank Ermstal-Alb;64091200;GENODES1MTZ;72555;Metzingen
Volksbank Ettlingen;Volksbank Ettlingen;66091200;GENODE61ETT;76263;Ettlingen
Volksbank Euskirchen;Volksbank Euskirchen;38260082;GENODED1EVB;53879;Euskirchen
Volksbank Eutin Raiffeisenbank;Volksbank Eutin;21392218;GENODEF1EUT;23693;Eutin
Volksbank Filder;VB Filder;61161696;GENODES1NHB;73761;Neuhausen auf den Fildern
Volksbank Flein-Talheim;Volksbank Flein-Talheim;62062643;GENODES1VFT;74223;Flein
Volksbank Franken;Volksbank Franken Buchen;67461424;GENODE61BUC;74713;Buchen (Odenwald)
Volksbank Fredenbeck;Volksbank Fredenbeck;20069812;GENODEF1FRB;21717;Fredenbeck
Volksbank Freiburg;Volksbank Freiburg;68090000;GENODE61FR1;79005;Freiburg im Breisgau
Volksbank Gebhardshain;Volksbank Gebhardshain;57361476;GENODED1GBS;57580;Gebhardshain
Volksbank Geest;Volksbank Geest;20069782;GENODEF1APE;21641;Apensen
Volksbank Geeste-Nord;Volksbank Geeste-Nord;29262722;GENODEF1BRV;27607;Geestland
Volksbank Gera-Jena-Rudolstadt;VB Gera-Jena-Rudolstadt;83094454;GENODEF1RUJ;07743;Jena
Volksbank Gersprenztal-Otzberg;VB Gersprenztal-Otzberg;50862703;GENODE51REI;64354;Reinheim
Volksbank Gescher;Volksbank Gescher;40164901;GENODEM1GE1;48712;Gescher
Volksbank Glan-Münchweiler;Volksbank Glan-Münchweiler;54092400;GENODE61GLM;66905;Glan-Münchweiler
Volksbank Grebenhain;Volksbank Grebenhain;50069146;GENODE51GRC;36352;Grebenhain
Volksbank Grevenbrück -alt;Volksbank Grevenbrück -alt-;46261607;GENODEM1GLG;57368;Lennestadt
Volksbank Gronau-Ahaus;Volksbank Gronau-Ahaus;40164024;GENODEM1GRN;48599;Gronau (Westf.)
Volksbank Göppingen;Volksbank Göppingen;61060500;GENODES1VGP;73013;Göppingen
Volksbank Halle, Saale;VB Halle, Saale;80093784;GENODEF1HAL;06016;Halle (Saale)
Volksbank Halle/Westf;Volksbank Halle/Westf;48062051;GENODEM1HLW;33790;Halle (Westf.)
Volksbank Hameln-Stadthagen;VB Hameln-Stadthagen;25462160;GENODEF1HMP;31763;Hameln
Volksbank Hamm/Sieg;VB Hamm/Sieg Hamm (Sieg);57391500;GENODE51HAM;57573;Hamm
Volksbank Haren Fil d Ostfriesischen VB;Volksbank Haren;26691213;GENODEF1HAR;49725;Haren (Ems)
Volksbank Haselünne;Volksbank Haselünne;26661380;GENODEF1HLN;49734;Haselünne
Volksbank Heidelberg-Neckartal;VB Heidelberg-Neckartal;67291700;GENODE61NGD;69115;Heidelberg
Volksbank Heiden;Volksbank Heiden;42861608;GENODEM1HEI;46356;Heiden
Volksbank Heimbach;Volksbank Heimbach;37069342;GENODED1HMB;52396;Heimbach
Volksbank Heinsberg;Volksbank Heinsberg;37069412;GENODED1HRB;52525;Heinsberg
Volksbank Heldenbergen Ndl d Frankfurter VB;Volksbank Heldenbergen;50661816;GENODE51NIH;61123;Nidderau
Volksbank Hellweg;Volksbank Hellweg;41460116;GENODEM1SOE;59494;Soest
Volksbank Heuchelheim;Volksbank Heuchelheim;51361021;GENODE51HHE;35452;Heuchelheim a. d. Lahn
Volksbank Hildesheim;Volksbank Hildesheim;25990011;GENODEF1HIH;31113;Hildesheim
Volksbank Hochrhein;Volksbank Hochrhein;68492200;GENODE61WT1;79761;Waldshut-Tiengen
Volksbank Hohenlimburg;Volksbank Hohenlimburg;45061524;GENODEM1HLH;58119;Hagen
Volksbank Hohenlohe;Volksbank Hohenlohe;62091800;GENODES1VHL;74613;Öhringen
Volksbank Immenstadt;Volksbank Immenstadt;73392000;GENODEF1IMV;87509;Immenstadt i. Allgäu
Volksbank Jade-Weser;Volksbank Jade-Weser;28262673;GENODEF1VAR;26316;Varel
Volksbank Jerichower Land;VB Jerichower Land;81063238;GENODEF1BRG;39288;Burg
Volksbank Kaiserslautern;Voba Kaiserslautern;54090000;GENODE61KL1;67655;Kaiserslautern
Volksbank Kassel Göttingen;VB Kassel Göttingen;52090000;GENODE51KS1;34117;Kassel
Volksbank Kehdingen Zndl. der Ostfriesischen Volksbank;VB Kehdingen;20069786;GENODEF1DRO;21703;Drochtersen
Volksbank Kelsterbach Ndl d Frankfurter VB;Volksbank Kelsterbach;50093400;GENODE51KBH;65444;Kelsterbach
Volksbank Kempen-Grefrath;Volksbank Kempen-Grefrath;32061414;GENODED1KMP;47885;Kempen
Volksbank Kierspe;Volksbank Kierspe;45861434;GENODEM1KIE;58566;Kierspe
Volksbank Kirnau-Krautheim;Volksbank Kirnau-Krautheim;67461733;GENODE61RNG;74749;Rosenberg
Volksbank Klettgau-Wutöschingen;VB Klettgau-Wutöschingen;68462427;GENODE61WUT;79793;Wutöschingen
Volksbank Kleverland;Volksbank Kleverland;32460422;GENODED1KLL;47533;Kleve
Volksbank Kraichgau;Volksbank Kraichgau;67292200;GENODE61WIE;69157;Wiesloch
Volksbank Krefeld;Volksbank Krefeld;32060362;GENODED1HTK;47832;Krefeld
Volksbank Kurpfalz;Volksbank Kurpfalz;67092300;GENODE61WNM;69018;Heidelberg
Volksbank Köln Bonn;Volksbank Köln Bonn;38060186;GENODED1BRS;53252;Bonn
Volksbank Lahr;Volksbank Lahr;68290000;GENODE61LAH;77912;Lahr
Volksbank Langendernbach;Volksbank Langendernbach;51161606;GENODE51LDD;65599;Dornburg
Volksbank Lastrup;Volksbank Lastrup;28067257;GENODEF1LAP;49688;Lastrup
Volksbank Lauterecken;Volksbank Lauterecken;54091700;GENODE61LEK;67742;Lauterecken
Volksbank Leonberg-Strohgäu;Volksbank Leonberg-Strohgäu;60390300;GENODES1LEO;71226;Leonberg
Volksbank Lette-Darup-Rorup;Volksbank Lette-Darup-Rorup;40069226;GENODEM1CND;48645;Coesfeld
Volksbank Limbach;Volksbank Limbach;67462368;GENODE61LMB;74838;Limbach
Volksbank Lohne-Dinklage-Steinfeld-Mühlen;VB Lohne-Dinkl-Steinf-Mühl;28062560;GENODEF1LON;49379;Lohne (Oldenburg)
Volksbank Löbau-Zittau;VB Löbau-Zittau;85590100;GENODEF1NGS;02727;Ebersbach-Neugersdorf
Volksbank Löningen;Volksbank Löningen;28065061;GENODEF1LOG;49619;Löningen
Volksbank Lübeck;Volksbank Lübeck;23090142;GENODEF1HLU;23552;Lübeck
Volksbank Lüneburger Heide;VB Lüneburger Heide;24060300;GENODEF1NBU;21412;Winsen (Luhe)
Volksbank Magdeburg;VB Magdeburg;81093274;GENODEF1MD1;39104;Magdeburg
Volksbank Mainspitze;Volksbank Mainspitze;50862903;GENODE51GIN;65462;Ginsheim-Gustavsburg
Volksbank Marl-Recklinghausen;VB Marl-Recklinghausen;42661008;GENODEM1MRL;45752;Marl
Volksbank Mittelhessen;VB Mittelhessen;51390000;VBMHDE5FXXX;35340;Gießen
Volksbank Mittlerer Neckar;Volksbank Mittlerer Neckar;61290120;GENODES1NUE;73728;Esslingen am Neckar
Volksbank Mittlerer Schwarzwald;VB Mittlerer Schwarzwald;66492700;GENODE61KZT;77706;Wolfach
Volksbank Mittleres Erzgebirge;VB Mittl Erzgebirge;87069075;GENODEF1MBG;09526;Olbernhau
Volksbank Mittweida;Volksbank Mittweida;87096124;GENODEF1MIW;09648;Mittweida
Volksbank Möckmühl;Volksbank Möckmühl;62091600;GENODES1VMN;74219;Möckmühl
Volksbank Mönchengladbach;VB Mönchengladbach;31060517;GENODED1MRB;41241;Mönchengladbach
Volksbank Münsingen;Volksbank Münsingen;64091300;GENODES1MUN;72525;Münsingen
Volksbank Niedergrafschaft;VB Niedergrafschaft;28069926;GENODEF1HOO;49843;Uelsen
Volksbank Niederrhein;Volksbank Niederrhein;35461106;GENODED1NRH;46515;Alpen
Volksbank Niedersachsen-Mitte;VB Niedersachsen-Mitte;25691633;GENODEF1SUL;27318;Hoya
Volksbank Nordharz;Volksbank Nordharz;26890019;GENODEF1VNH;38640;Goslar
Volksbank Nordhümmling;Volksbank Nordhümmling;28069706;GENODEF1BOG;26904;Börger
Volksbank Nordschwarzwald;VB Nordschwarzwald;64291010;GENODES1FDS;72250;Freudenstadt
Volksbank Nottuln;Volksbank Nottuln;40164352;GENODEM1CNO;48301;Nottuln
Volksbank Ober-Mörlen;Volksbank Ober-Mörlen;51861806;GENODE51OBM;61239;Ober-Mörlen
Volksbank Oberberg;Volksbank Oberberg;38462135;GENODED1WIL;51674;Wiehl
Volksbank Ochtrup-Laer;Volksbank Ochtrup-Laer;40164618;GENODEM1OTR;48602;Ochtrup
Volksbank Oldenburg-Land Delmenhorst;VB Oldenb.-Land Delmenhorst;28066214;GENODEF1WDH;27793;Wildeshausen
Volksbank Olpe-Wenden-Drolshagen;VB Olpe-Wenden-Drolshagen;46261822;GENODEM1WDD;57450;Olpe
Volksbank Ostlippe;Volksbank Ostlippe;47691200;GENODEM1OLB;32820;Blomberg
Volksbank Oyten;Volksbank Oyten;29165545;GENODEF1OYT;28871;Oyten
Volksbank PLUS;Volksbank PLUS;49092650;GENODEM1LUB;32312;Lübbecke
Volksbank Papenburg Fil d. Ostfries. VB Leer;Volksbank Papenburg;28591579;GENODEF1PAP;26858;Papenburg
Volksbank Pfullendorf;Volksbank Pfullendorf;69091600;GENODE61PFD;88619;Pfullendorf
Volksbank Pirna;VB Pirna;85060000;GENODEF1PR2;01796;Pirna
Volksbank Plochingen;Volksbank Plochingen;61191310;GENODES1VBP;73203;Plochingen
Volksbank Raesfeld und Erle;Volksbank Raesfeld und Erle;42862451;GENODEM1RAE;46348;Raesfeld
Volksbank Raiffeisenbank;Volksbank Raiffeisenbank;20190109;GENODEF1HH4;25524;Itzehoe
